UUID,parliament-iso3166_2,guidelines,notes,entry-date
9f22796a-78e8-441c-a6fc-7c8e0289b4b1,GB-UKM,http://www.parliament.uk/site-information/glossary/unparliamentary-language/,,2017-02-26
